Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,CloudBurst Today,CloudBurstTomorrow,CloudBurstTodayBinary,WindDir9am_sin,WindDir9am_cos,WindDir3pm_sin,WindDir3pm_cos
29-08-2013,SydneyAirport,11.5,22.8,0,3.8,6.7,NE,59,6,28,69,50,1024.3,1019.3,60,70,15.7,21.1,No,No,0,-0.923879533,0.382683432,0.707106781,0.707106781
30-08-2013,SydneyAirport,15.3,27.4,0,5.2,10.2,N,43,28,20,40,43,1014.6,1011,10,10,22.4,25.1,No,No,0,0,1,0.923879533,0.382683432
31-08-2013,SydneyAirport,14.9,23.3,0,5.8,8.2,WSW,33,13,20,52,42,1021.3,1020.1,70,40,17.5,21.3,No,No,0,-0.923879533,0.382683432,0.707106781,-0.707106781
01-09-2013,SydneyAirport,11.3,23.9,0,4.8,10.1,ENE,35,15,26,47,41,1028.5,1026.4,10,10,17.4,22.3,No,No,0,-0.707106781,0.707106781,0.923879533,0.382683432
02-09-2013,SydneyAirport,12.2,24.4,0,4,11,ENE,30,13,19,61,35,1031.2,1028.9,60,20,17.4,22,No,No,0,-0.707106781,0.707106781,0.382683432,0.923879533
03-09-2013,SydneyAirport,11.9,23.6,0,4.2,10.4,ENE,33,11,24,58,44,1034,1031.2,10,10,18.6,21.9,No,No,0,-0.707106781,0.707106781,0.923879533,0.382683432
04-09-2013,SydneyAirport,12.9,23.7,0,3.8,10.1,NE,50,9,37,59,35,1033.5,1028.4,10,10,19.1,22,No,No,0,0,1,0.707106781,0.707106781
05-09-2013,SydneyAirport,12.3,29.9,0,5.8,10.1,WNW,28,13,15,58,25,1027.3,1022.8,10,50,18.6,29.2,No,No,0,-0.707106781,0.707106781,-0.707106781,0.707106781
06-09-2013,SydneyAirport,16.6,22.6,0,5,8.5,SSE,37,26,17,82,65,1027.1,1023.1,70,70,18.8,22,No,No,0,1.22E-16,-1,0.707106781,-0.707106781
07-09-2013,SydneyAirport,15.8,32.4,0,3.2,9.1,SSW,50,17,26,51,74,1022.3,1017.9,50,40,21.7,21.6,No,No,0,-0.382683432,0.923879533,1.22E-16,-1
08-09-2013,SydneyAirport,16.9,21.9,0,4.6,1.7,SSW,48,17,19,81,76,1026.2,1023.1,70,70,17.1,18.3,No,No,0,1.22E-16,-1,0.382683432,-0.923879533
09-09-2013,SydneyAirport,15.9,26.8,0,2.2,5.1,N,33,22,24,65,62,1020.7,1013.7,20,70,20.8,23.3,No,No,0,-0.382683432,0.923879533,0.382683432,0.923879533
10-09-2013,SydneyAirport,20,33.6,0,7.4,9.7,WNW,76,43,57,27,9,1004.8,1000.3,20,40,26.8,31.6,No,No,0,-0.382683432,0.923879533,-0.923879533,0.382683432
11-09-2013,SydneyAirport,12.8,25.8,0,11.6,6.8,WNW,56,31,7,33,22,1011.9,1008.7,50,30,17.9,23.1,No,No,0,-1,-1.84E-16,-1,-1.84E-16
12-09-2013,SydneyAirport,11.4,24.7,0,6.4,10.2,SSW,80,17,28,36,19,1015.4,1010.3,10,40,18,23.5,No,No,0,-1,-1.84E-16,-1,-1.84E-16
13-09-2013,SydneyAirport,9.4,18.9,0,5.6,6.1,SSW,41,28,20,65,44,1021.9,1018,70,70,14.6,16.8,No,Yes,0,-0.382683432,-0.923879533,0.923879533,0.382683432
14-09-2013,SydneyAirport,14.1,21.2,6.2,3.4,8.4,S,54,19,39,67,74,1011.1,1009.4,50,30,18.7,17.9,Yes,No,1,-0.923879533,0.382683432,1.22E-16,-1
15-09-2013,SydneyAirport,12.5,19.8,0.8,4,6.2,SE,30,13,17,81,59,1018.4,1016.3,70,50,16,18.5,No,No,0,-0.382683432,-0.923879533,0.923879533,-0.382683432
16-09-2013,SydneyAirport,15.1,18.1,0.2,2.2,0,NE,83,13,33,79,90,1016.1,1010.2,80,80,16.3,16.4,No,Yes,0,0.923879533,0.382683432,0.707106781,0.707106781
17-09-2013,SydneyAirport,15.4,24.4,62.2,11.573,5.7,NE,72,26,33,69,35,1000.5,997.9,60,50,18.1,22.8,Yes,No,1,0,1,-0.382683432,0.923879533
18-09-2013,SydneyAirport,15.6,26.1,0.4,6.8,10.7,WNW,52,28,30,43,20,1001.8,999.9,60,10,20.7,25.5,No,No,0,-0.707106781,0.707106781,-0.923879533,0.382683432
19-09-2013,SydneyAirport,14.1,24.7,0,7.6,11.2,WNW,54,9,43,39,12,1005.7,1003,0,10,18.1,23.8,No,No,0,-0.923879533,-0.382683432,-0.923879533,0.382683432
20-09-2013,SydneyAirport,12.2,22.6,0,6.2,10.3,WSW,72,19,50,28,28,1007.9,1006.8,20,60,18.7,18,No,No,0,-0.382683432,0.923879533,-1,-1.84E-16
21-09-2013,SydneyAirport,10.6,20.4,0,7,11,WSW,39,24,19,44,40,1014.9,1012.3,10,20,17.1,19.1,No,No,0,-0.923879533,-0.382683432,0.923879533,-0.382683432
22-09-2013,SydneyAirport,10.9,24.2,0,4.6,10.5,NE,31,13,22,46,52,1014.9,1011.3,10,20,18.3,23.2,No,No,0,-0.707106781,0.707106781,0.923879533,0.382683432
23-09-2013,SydneyAirport,13.5,25.3,0,5.4,10.9,NE,30,9,17,48,35,1012,1007.1,10,10,20.2,24.1,No,No,0,-0.707106781,0.707106781,1,6.12E-17
24-09-2013,SydneyAirport,17,30.4,0,7.4,5.3,W,46,11,11,28,24,1003.9,1000.2,70,50,23.7,29,No,No,0,0.382683432,0.923879533,0.707106781,0.707106781
25-09-2013,SydneyAirport,14.9,30.7,0,6.4,10.7,NE,50,15,35,35,27,1009.6,1005.5,0,10,24,28.5,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
26-09-2013,SydneyAirport,15.7,32.9,0,8.4,11.4,WNW,87,28,41,23,13,1002.4,1005.8,0,0,27.4,26.4,No,No,0,0,1,-0.923879533,0.382683432
27-09-2013,SydneyAirport,14,21.7,0,12.2,11.4,W,41,17,22,30,32,1019.9,1016.5,0,0,17.3,20.1,No,No,0,-1,-1.84E-16,1,6.12E-17
28-09-2013,SydneyAirport,11.5,30.4,0,8,11.5,NW,70,13,44,33,7,1010.9,1005.3,10,10,20.2,28.8,No,No,0,-0.707106781,0.707106781,-0.923879533,0.382683432
29-09-2013,SydneyAirport,14.5,22.3,0,9.8,10.8,WSW,50,11,24,32,29,1017.4,1014.8,10,10,18.5,21.1,No,No,0,-0.707106781,-0.707106781,0.923879533,0.382683432
30-09-2013,SydneyAirport,12.6,29.2,0,6.4,10.6,NE,44,15,28,42,21,1016.4,1010.2,60,30,20.5,28.7,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
01-10-2013,SydneyAirport,17.2,33.6,0,8.6,3,WNW,85,35,59,26,27,1003.2,1005.1,70,70,25.6,27.1,No,No,0,0,1,-0.923879533,0.382683432
02-10-2013,SydneyAirport,12.3,27.8,0,9.8,11.2,N,48,24,26,27,15,1015.4,1007.3,10,70,19,27.1,No,No,0,-0.382683432,0.923879533,-0.707106781,0.707106781
03-10-2013,SydneyAirport,14.8,17.8,0,10,3.7,WSW,61,30,44,36,45,1011,1014.4,20,40,17.5,16.7,No,No,0,-0.923879533,-0.382683432,1.22E-16,-1
04-10-2013,SydneyAirport,9.8,18.8,1,3.8,10.6,SSW,52,28,17,48,38,1022.5,1019.3,20,10,15.3,18.5,No,No,0,-0.382683432,-0.923879533,0.707106781,-0.707106781
05-10-2013,SydneyAirport,9.9,28.6,0,5.2,9.2,NW,30,20,17,48,24,1016.5,1010.1,40,60,17.9,27.4,No,No,0,-0.707106781,0.707106781,1,6.12E-17
06-10-2013,SydneyAirport,13.8,32.7,0,5.6,11.2,NE,39,9,24,38,13,1010.5,1004.5,20,30,20.6,30.5,No,No,0,-0.923879533,0.382683432,0.707106781,0.707106781
07-10-2013,SydneyAirport,16,19.7,0,9.8,10.4,S,69,37,39,68,59,1011.3,1010.9,20,20,17.2,18,No,Yes,0,1.22E-16,-1,0.382683432,-0.923879533
08-10-2013,SydneyAirport,14.5,20,1.2,5.8,11.2,S,56,9,28,67,60,1014.1,1016,10,50,16.6,17.5,Yes,No,1,-0.923879533,-0.382683432,0.382683432,-0.923879533
09-10-2013,SydneyAirport,11.5,29.5,0,5,11.9,NE,35,19,28,51,25,1019,1012.7,0,0,17.8,28.4,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
10-10-2013,SydneyAirport,17.1,37.8,0,10,10,S,80,17,35,12,3,1009.2,1002.9,70,10,28,37.2,No,No,0,-0.707106781,0.707106781,-1,-1.84E-16
11-10-2013,SydneyAirport,16.9,22.2,0,13.2,10,S,70,30,22,64,45,1013.3,1012.7,50,10,18,21.7,No,No,0,1.22E-16,-1,0.923879533,0.382683432
12-10-2013,SydneyAirport,14.4,26.8,0,5.8,11.2,ENE,41,11,31,63,56,1015.9,1009.4,0,0,18.8,24.1,No,No,0,-0.923879533,0.382683432,0.923879533,0.382683432
13-10-2013,SydneyAirport,17.6,36.2,0,6.6,10.8,S,81,17,54,42,3,1001.9,996.1,20,10,24.7,34.2,No,Yes,0,-0.707106781,0.707106781,-0.923879533,0.382683432
14-10-2013,SydneyAirport,13.2,17.7,3.4,15.2,6.7,SW,52,37,24,46,43,1014.6,1014.9,50,20,14.3,16.6,Yes,No,1,-0.382683432,-0.923879533,1.22E-16,-1
15-10-2013,SydneyAirport,9.7,24.8,0,5.8,12.1,ENE,41,17,33,38,32,1022.6,1018.4,10,0,15.3,20.7,No,No,0,-0.923879533,0.382683432,0.923879533,0.382683432
16-10-2013,SydneyAirport,12,28.5,0,6.4,11.7,NNE,57,13,35,26,23,1018.8,1012.2,10,10,19.9,26.7,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
17-10-2013,SydneyAirport,17,33.9,0,11.2,5.2,NW,81,33,48,18,3,1005.3,1002.9,70,70,27.2,32.6,No,No,0,0,1,-0.707106781,0.707106781
18-10-2013,SydneyAirport,13.2,20.9,0,13.4,11.2,SW,57,20,28,40,42,1025.8,1025.1,20,20,17.2,19.5,No,No,0,-0.707106781,-0.707106781,1,6.12E-17
19-10-2013,SydneyAirport,12.6,23.8,0,6.8,12.1,NE,44,11,31,49,35,1028.1,1024.3,0,0,18.3,22,No,No,0,-0.923879533,0.382683432,0.707106781,0.707106781
20-10-2013,SydneyAirport,15.4,28.3,0,7.2,10.9,NNE,48,13,30,62,51,1021.5,1016,0,50,21.2,25.1,No,No,0,0,1,0.923879533,0.382683432
21-10-2013,SydneyAirport,16.8,32.5,0,6.2,10.3,NNE,50,17,28,51,28,1016.1,1011.4,0,60,22.1,31.6,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
22-10-2013,SydneyAirport,19.1,27.6,0,9.4,0.6,S,63,26,11,75,73,1016.2,1012,70,80,20.6,23.2,No,Yes,0,-0.707106781,-0.707106781,-0.923879533,-0.382683432
23-10-2013,SydneyAirport,20.2,33.7,3.8,2.8,11.9,NW,83,28,41,43,11,1004.5,1002.3,30,10,27.4,32.6,Yes,No,1,-0.382683432,0.923879533,-0.923879533,0.382683432
24-10-2013,SydneyAirport,16.7,23.7,0,12.4,12.5,SW,65,28,48,38,20,1011.9,1013.3,10,10,19.6,21,No,No,0,-1,-1.84E-16,-0.707106781,-0.707106781
25-10-2013,SydneyAirport,11.4,25.1,0,10.8,10.4,ENE,44,22,31,27,28,1023.3,1019,10,0,16.1,20,No,No,0,-1,-1.84E-16,0.923879533,0.382683432
26-10-2013,SydneyAirport,12.8,22.1,0,8.8,11.6,SSE,43,31,28,31,41,1021,1019.3,70,10,17.2,21.3,No,No,0,-0.923879533,-0.382683432,0.707106781,-0.707106781
27-10-2013,SydneyAirport,14.5,23.1,0,6,9.1,SE,41,19,20,50,47,1022.4,1020.7,30,70,20.1,20.6,No,Yes,0,-0.382683432,0.923879533,0.923879533,-0.382683432
28-10-2013,SydneyAirport,16.1,23.3,1.2,3.2,5.7,WNW,50,19,20,80,63,1019.5,1014.4,70,20,19.1,21.7,Yes,Yes,1,1,6.12E-17,0.923879533,-0.382683432
29-10-2013,SydneyAirport,16.9,24.3,5.2,4.8,5,S,94,15,59,71,74,1006.5,1008.5,70,70,20.3,18.5,Yes,No,1,-0.923879533,0.382683432,1.22E-16,-1
30-10-2013,SydneyAirport,13,20.9,0.6,7.4,12,SSE,52,26,24,62,49,1019.7,1018.3,60,20,16.5,19.4,No,No,0,-0.382683432,-0.923879533,0.707106781,-0.707106781
31-10-2013,SydneyAirport,16.4,24.1,0,5.4,9.8,E,39,11,28,52,54,1021.9,1019.4,50,10,20.1,21.1,No,No,0,-1,-1.84E-16,1,6.12E-17
01-11-2013,SydneyAirport,16.9,23.2,0,8,7.7,NE,43,9,30,60,54,1023.7,1020.1,70,70,18.8,21.8,No,No,0,0.923879533,-0.382683432,0.923879533,0.382683432
02-11-2013,SydneyAirport,16.3,30.8,0,5.6,7.1,NE,35,11,24,63,41,1018,1012.2,70,70,20.7,28.3,No,No,0,-0.707106781,0.707106781,0.923879533,0.382683432
03-11-2013,SydneyAirport,18.6,34.9,0,7.6,7.4,S,76,11,43,32,10,1010.1,1006.4,70,60,25.6,33.5,No,No,0,-0.923879533,0.382683432,-0.923879533,-0.382683432
04-11-2013,SydneyAirport,14.8,18.4,0,11.2,11.7,S,63,43,50,52,51,1022.6,1023.8,10,10,15.4,17.1,No,No,0,-0.382683432,-0.923879533,1.22E-16,-1
05-11-2013,SydneyAirport,13.3,19.9,0,9.8,4.3,S,48,30,24,63,56,1028.1,1026.7,70,50,15.9,17.9,No,No,0,-0.382683432,-0.923879533,0.382683432,-0.923879533
06-11-2013,SydneyAirport,11.9,23.7,0,4.6,12.2,ENE,50,11,37,48,44,1024.2,1019.2,10,10,19.1,21.4,No,No,0,-1,-1.84E-16,0.923879533,0.382683432
07-11-2013,SydneyAirport,15.9,30.3,0,8,11.9,NE,50,13,31,53,39,1017,1011.7,0,10,21.6,28.2,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
08-11-2013,SydneyAirport,19.1,34,0,9.4,8.3,NE,69,15,37,36,41,1010.8,1005.7,30,60,26.4,28.1,No,No,0,-0.707106781,0.707106781,0.707106781,0.707106781
09-11-2013,SydneyAirport,21.4,31.8,0.4,10.4,9.5,SE,54,17,37,35,38,1006.2,1006.8,40,30,26.9,27.4,No,Yes,0,-0.382683432,0.923879533,0.382683432,-0.923879533
10-11-2013,SydneyAirport,15.5,20,2.2,9.6,0.7,S,56,33,33,89,59,1017.4,1017.3,80,70,15.8,18.9,Yes,Yes,1,0.382683432,-0.923879533,0.707106781,-0.707106781
11-11-2013,SydneyAirport,14.7,18.8,20.8,9.4,0,SE,61,46,43,93,91,1018.2,1016.4,80,70,15.5,16.9,Yes,Yes,1,0.382683432,-0.923879533,0.382683432,-0.923879533
12-11-2013,SydneyAirport,15.1,22.4,7.4,1.8,4.9,SSE,33,0,9,86,63,1013.4,1011.8,80,70,18.1,21.6,Yes,Yes,1,0,1,0.923879533,0.382683432
13-11-2013,SydneyAirport,15.1,29.7,7.8,3.2,13,SSW,44,17,28,48,36,1014.4,1010.8,10,30,21,25.6,Yes,No,1,-0.923879533,0.382683432,0.923879533,0.382683432
14-11-2013,SydneyAirport,16.9,28.6,0,9.6,13.2,W,43,20,28,27,36,1014.3,1011.4,0,10,21.9,23.4,No,No,0,-0.923879533,-0.382683432,0.923879533,-0.382683432
15-11-2013,SydneyAirport,16.4,23,0,7.8,8,S,50,13,31,69,68,1015.8,1015,30,60,20.5,20.2,No,Yes,0,-0.382683432,-0.923879533,0.707106781,-0.707106781
16-11-2013,SydneyAirport,14.5,21.2,80.4,6.238,5.6,SSE,52,22,37,75,79,1016.1,1014.8,70,70,18.1,18.9,Yes,Yes,1,0.382683432,-0.923879533,0.707106781,-0.707106781
17-11-2013,SydneyAirport,15.3,18.6,11.2,5.6,0,S,61,33,39,86,79,1015.5,1014.4,70,80,16.1,17.3,Yes,Yes,1,-0.382683432,-0.923879533,1.22E-16,-1
18-11-2013,SydneyAirport,14.9,19.6,13.6,4,0,S,61,44,37,83,97,1013.4,1010.6,80,80,17.1,17.7,Yes,Yes,1,-0.382683432,-0.923879533,0.382683432,-0.923879533
19-11-2013,SydneyAirport,16.1,24.1,15.8,2,10.3,S,48,30,24,80,57,1011.5,1010.5,60,20,19.3,22.8,Yes,No,1,-0.382683432,-0.923879533,0.382683432,-0.923879533
20-11-2013,SydneyAirport,17,26.7,0,6.8,12,ENE,43,11,28,72,55,1012.4,1010.6,40,10,21.1,25.2,No,No,0,-0.923879533,0.382683432,0.923879533,0.382683432
21-11-2013,SydneyAirport,19.6,27.1,0,6.2,9.8,NE,52,28,35,61,49,1012.7,1010.2,60,50,24.1,26.3,No,Yes,0,0.707106781,0.707106781,0.707106781,0.707106781
22-11-2013,SydneyAirport,20.1,25.9,2.2,9.8,2.9,NNE,78,33,44,74,61,1009.2,1006.5,70,70,21.8,23.1,Yes,Yes,1,0.707106781,0.707106781,0.382683432,0.923879533
23-11-2013,SydneyAirport,17.8,24.9,10.2,4,9.3,NNE,41,11,15,69,72,1005.7,1003.1,30,50,22.7,22,Yes,No,1,-1,-1.84E-16,1.22E-16,-1
24-11-2013,SydneyAirport,17.3,23.1,0.4,5,13,SSW,50,17,28,64,50,1006.3,1005.2,10,20,19.8,21.8,No,No,0,0.382683432,-0.923879533,0.707106781,-0.707106781
25-11-2013,SydneyAirport,16.3,22,0,8.2,10.3,S,78,13,46,63,77,1008.2,1009.1,30,70,19.9,19.4,No,No,0,-0.382683432,-0.923879533,-0.382683432,-0.923879533
26-11-2013,SydneyAirport,15.8,21.1,0.4,7.4,7.7,S,56,30,30,62,51,1016.7,1016.6,70,10,17.6,20.2,No,No,0,1.22E-16,-1,1.22E-16,-1
27-11-2013,SydneyAirport,14.2,24.1,0,5.6,12.6,E,41,13,28,46,45,1018.2,1014.7,10,10,20.5,22.6,No,No,0,-0.923879533,0.382683432,1,6.12E-17
28-11-2013,SydneyAirport,17.3,29.3,0,8,11.2,NE,57,17,39,55,45,1011.6,1004.6,60,70,22.9,27.6,No,No,0,0,1,0.707106781,0.707106781
29-11-2013,SydneyAirport,19.6,20.7,0,10.6,0,SSW,69,20,41,76,82,1005.9,1009,80,70,20.5,17,No,Yes,0,1.22E-16,-1,-0.382683432,-0.923879533
30-11-2013,SydneyAirport,14.4,21.6,8.4,3.4,7.3,SSW,56,30,28,64,56,1018.8,1019.7,70,20,18.2,19.8,Yes,No,1,1.22E-16,-1,1.22E-16,-1
01-12-2013,SydneyAirport,14.3,23.2,0,7,7.5,SSE,35,11,17,66,47,1025.1,1024.4,50,40,19.4,21.1,No,No,0,0.382683432,-0.923879533,1,6.12E-17
02-12-2013,SydneyAirport,17,25.6,0,5,12.1,NE,44,13,30,41,39,1022.5,1019.4,40,50,22,25,No,No,0,0.707106781,0.707106781,0.923879533,0.382683432
03-12-2013,SydneyAirport,16.4,26.4,0,8,13.3,NE,59,17,37,47,41,1017.7,1013.3,20,10,22.8,25.7,No,No,0,0,1,0.707106781,0.707106781
04-12-2013,SydneyAirport,17.4,29.1,0,8.8,7.9,NNE,67,13,31,52,52,1006.1,1000.4,50,70,24,26.7,No,Yes,0,0.382683432,0.923879533,0.707106781,0.707106781
05-12-2013,SydneyAirport,18.7,27.5,3.4,8,8.4,W,94,13,54,87,29,997,997.5,70,60,20.6,20.5,Yes,No,1,-0.707106781,-0.707106781,-1,-1.84E-16
06-12-2013,SydneyAirport,13.1,21.8,0,10,13.6,W,54,33,24,33,34,1011.7,1013.5,10,10,17.1,21,No,No,0,-0.923879533,-0.382683432,0.707106781,-0.707106781
07-12-2013,SydneyAirport,14,25.6,0,7.6,12.6,E,35,15,20,34,33,1020.5,1018.3,30,60,20.7,24.1,No,No,0,-0.923879533,0.382683432,0.923879533,0.382683432
08-12-2013,SydneyAirport,17.3,27.6,0,7.2,11.4,NNE,52,17,37,55,35,1019.1,1013.4,30,20,22.4,26.2,No,No,0,0.707106781,0.707106781,0.707106781,0.707106781
09-12-2013,SydneyAirport,20,32,0,10,4.1,NNE,54,11,26,48,39,1009.2,1003.8,70,70,25.6,29.7,No,No,0,-0.923879533,0.382683432,0.382683432,0.923879533
10-12-2013,SydneyAirport,24.1,34.4,0,8,12,SSE,59,28,26,30,37,1002.5,1002.8,10,10,29.8,29.1,No,No,0,-0.707106781,0.707106781,0.923879533,-0.382683432
11-12-2013,SydneyAirport,17.6,29.4,0,11.2,13.2,ENE,43,17,30,31,32,1009.8,1004.7,10,30,22.9,26.2,No,No,0,-0.923879533,-0.382683432,0.923879533,0.382683432
12-12-2013,SydneyAirport,19.7,27,0,10.4,9.7,NE,56,20,31,64,56,1012,1009.8,60,20,21.6,24.4,No,No,0,0.923879533,0.382683432,0.923879533,0.382683432
13-12-2013,SydneyAirport,19.2,28.9,0,6.8,13,NE,56,9,33,70,53,1012.5,1009.9,10,10,23,27.2,No,No,0,-1,-1.84E-16,0.923879533,0.382683432
14-12-2013,SydneyAirport,20.8,24.9,0,8.8,9.8,S,54,37,33,75,59,1014.9,1015.4,30,50,21.8,23.3,No,Yes,0,1.22E-16,-1,0.382683432,-0.923879533
15-12-2013,SydneyAirport,18.3,24.3,6.2,7.8,2,ESE,37,9,24,84,70,1018.7,1017.1,70,50,20.1,22.7,Yes,Yes,1,0.382683432,0.923879533,0.707106781,-0.707106781
16-12-2013,SydneyAirport,18.4,25.1,23,7,6.4,ENE,41,17,26,92,59,1020.8,1019.1,70,30,18.6,24.4,Yes,Yes,1,-0.382683432,0.923879533,0.923879533,0.382683432
17-12-2013,SydneyAirport,18.6,27.7,7.8,3.6,11.9,NE,52,15,33,52,41,1021.6,1019.3,60,10,24.3,26.5,Yes,No,1,0.382683432,0.923879533,0.923879533,0.382683432
18-12-2013,SydneyAirport,20,26.3,0,10,12.9,ENE,41,17,31,53,50,1024.1,1022.8,30,10,25,25.1,No,No,0,0.382683432,0.923879533,0.923879533,0.382683432
19-12-2013,SydneyAirport,19.9,27.8,0,9,12.9,NE,65,24,41,54,51,1022.4,1018.6,20,10,24.6,26.5,No,No,0,0.382683432,0.923879533,0.707106781,0.707106781
20-12-2013,SydneyAirport,21.1,37.8,0,10,10.1,NNE,41,13,30,53,33,1016.1,1011.1,20,30,27,33.5,No,No,0,0,1,0.382683432,0.923879533
21-12-2013,SydneyAirport,21.4,26.3,0,11.6,9.9,S,61,31,43,72,79,1016.8,1015.6,60,10,23.1,23.1,No,No,0,-0.382683432,-0.923879533,1.22E-16,-1
22-12-2013,SydneyAirport,21.4,31.2,0,8,6.9,NE,63,17,28,64,56,1012.6,1008.2,70,70,26,29.8,No,No,0,0.382683432,0.923879533,0.707106781,0.707106781
23-12-2013,SydneyAirport,21.5,36.6,0,7.6,4,S,72,15,15,73,30,1007.3,1004.2,70,70,25.8,33.2,No,No,0,0.382683432,-0.923879533,0.923879533,0.382683432
24-12-2013,SydneyAirport,18.8,21.5,0,6.6,0,S,52,31,24,59,66,1018.4,1018.7,70,70,20.7,20.7,No,No,0,0.382683432,-0.923879533,1.22E-16,-1
25-12-2013,SydneyAirport,18.1,21.5,0.4,3.6,0,NE,37,9,20,91,89,1019.3,1016.5,80,80,18.9,20.9,No,Yes,0,-0.707106781,0.707106781,0.707106781,0.707106781
26-12-2013,SydneyAirport,18.6,25,15.8,1.2,9.5,SW,54,20,22,84,60,1012.5,1010.7,70,10,21,24,Yes,Yes,1,-0.382683432,-0.923879533,0.707106781,-0.707106781
27-12-2013,SydneyAirport,17.9,25.8,1.2,6.2,10.5,E,39,11,26,75,61,1012.5,1011,50,50,21.8,24.2,Yes,No,1,-0.707106781,-0.707106781,0.923879533,0.382683432
28-12-2013,SydneyAirport,18.7,27.6,0,5.6,12.4,NNE,57,19,37,60,50,1012.3,1007.6,40,10,22.8,26.9,No,No,0,0.382683432,0.923879533,0.707106781,0.707106781
29-12-2013,SydneyAirport,20.2,22.9,0,10.2,11.7,S,89,59,37,71,59,1009.4,1013.1,20,10,20.5,21,No,No,0,1.22E-16,-1,1.22E-16,-1
30-12-2013,SydneyAirport,18.4,25.6,0,11.4,10.2,ENE,48,13,33,48,43,1015.4,1011.7,50,10,22.1,24.7,No,No,0,1,6.12E-17,0.923879533,0.382683432
31-12-2013,SydneyAirport,18,30.2,0,6.4,10.6,SE,37,11,24,56,51,1013.3,1011.1,20,10,23.2,25.7,No,No,0,-0.923879533,0.382683432,1,6.12E-17
01-01-2014,SydneyAirport,19.6,28.1,0,7.4,5.9,NE,52,17,39,62,55,1014.7,1011.2,50,80,24.1,26.1,No,No,0,0.382683432,0.923879533,0.707106781,0.707106781
02-01-2014,SydneyAirport,22.3,36.8,0,8,3.5,W,63,7,35,71,62,1003.7,1002.5,70,70,25.6,26.2,No,No,0,-0.923879533,-0.382683432,-0.382683432,-0.923879533
03-01-2014,SydneyAirport,20.5,28.3,0.4,5.6,5.6,ENE,41,22,28,60,45,1005.2,999.8,70,60,23.1,26.9,No,No,0,0.707106781,0.707106781,0.707106781,0.707106781
04-01-2014,SydneyAirport,20.2,26.3,0,7.4,11.2,S,65,28,26,67,51,1003.4,1002.5,10,10,21.9,24.7,No,No,0,-0.382683432,-0.923879533,0.923879533,-0.382683432
05-01-2014,SydneyAirport,20.3,29,0,8.2,12.2,NE,72,17,43,58,55,1010.5,1005.4,60,20,24.5,28.2,No,No,0,0.382683432,0.923879533,0.707106781,0.707106781
06-01-2014,SydneyAirport,20.2,30.6,0,9.4,12.8,SW,50,22,31,33,27,1009,1007.5,10,10,23.9,26.6,No,No,0,-0.923879533,-0.382683432,0.923879533,-0.382683432
07-01-2014,SydneyAirport,17.6,22.4,0,11.4,1.7,S,54,39,28,64,59,1018.3,1019.3,50,70,19.8,20.7,No,No,0,1.22E-16,-1,1.22E-16,-1
08-01-2014,SydneyAirport,16.9,22.5,0.2,7.6,0.4,S,44,17,22,75,67,1023.9,1022.6,70,70,18.2,19.8,No,No,0,-0.382683432,-0.923879533,0.382683432,-0.923879533
09-01-2014,SydneyAirport,18,24,0.2,3.8,2,ENE,41,19,26,39,46,1024.4,1023.1,70,70,22.5,23.1,No,No,0,0.707106781,0.707106781,0.923879533,0.382683432
10-01-2014,SydneyAirport,18.7,27.8,0.6,6.6,9.3,NE,50,9,33,88,53,1022.3,1019.6,60,30,20.6,24.9,No,No,0,-0.382683432,-0.923879533,0.923879533,0.382683432
11-01-2014,SydneyAirport,19.7,31.9,0,7.2,10.9,NE,37,9,28,60,41,1018.7,1014.3,10,20,25,30.4,No,No,0,-0.923879533,0.382683432,0.707106781,0.707106781
12-01-2014,SydneyAirport,21,27.9,0,10.4,10.3,SE,37,19,26,80,65,1017.8,1017,20,30,23.5,26.3,No,No,0,1.22E-16,-1,0.707106781,-0.707106781
13-01-2014,SydneyAirport,20.1,26.1,0,7.6,11.5,SSW,35,17,20,69,51,1022.1,1020.1,60,20,21.9,25,No,No,0,-0.382683432,-0.923879533,0.707106781,-0.707106781
14-01-2014,SydneyAirport,19.8,29.7,0,7.2,12,ENE,52,13,35,55,41,1022.2,1019.4,40,0,24.1,28,No,No,0,0,1,0.923879533,0.382683432
15-01-2014,SydneyAirport,21.5,31.3,0,10,12.8,NNE,65,9,44,55,45,1021.6,1017.8,0,10,26.7,30.1,No,No,0,0,1,0.707106781,0.707106781
16-01-2014,SydneyAirport,21.8,30.8,0,10.8,13.1,NE,46,19,28,61,51,1019.1,1016.5,0,0,25.7,28.9,No,No,0,0,1,0.707106781,0.707106781
