Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,CloudBurst Today,CloudBurstTomorrow,CloudBurstTodayBinary
02-05-2015,Sydney,16.6,23.0,8.6,2.6,2.3,ESE,52.0,ESE,NE,20.0,17.0,79.0,95.0,1020.6,1016.5,70.0,70.0,21.7,19.0,Yes,Yes,1.0
03-05-2015,Sydney,18.9,20.9,31.6,1.2,0.4,SSW,50.0,SSW,S,15.0,22.0,98.0,86.0,1014.8,1012.8,80.0,60.0,19.0,20.8,Yes,No,1.0
04-05-2015,Sydney,17.3,21.8,0.4,1.8,0.3,S,28.0,W,SSE,17.0,7.0,83.0,66.0,1016.0,1013.2,70.0,60.0,18.3,21.6,No,No,0.0
05-05-2015,Sydney,14.7,27.5,0.0,1.6,9.8,W,41.0,NNW,NNW,20.0,26.0,84.0,33.0,1008.3,1003.9,40.0,10.0,19.0,27.0,No,No,0.0
06-05-2015,Sydney,13.4,21.0,0.2,6.4,10.0,W,46.0,W,WSW,28.0,26.0,41.0,29.0,1014.0,1012.5,0.0,0.0,15.3,20.4,No,No,0.0
07-05-2015,Sydney,11.5,20.3,0.0,6.6,10.3,W,56.0,W,WSW,19.0,30.0,51.0,31.0,1018.2,1015.4,10.0,10.0,15.1,19.8,No,No,0.0
08-05-2015,Sydney,11.1,21.0,0.0,5.2,10.3,W,35.0,W,WNW,22.0,11.0,51.0,31.0,1019.4,1016.1,10.0,0.0,13.8,20.5,No,No,0.0
09-05-2015,Sydney,11.4,21.0,0.0,2.8,10.3,WNW,35.0,W,NW,19.0,19.0,52.0,36.0,1017.1,1013.9,10.0,10.0,14.5,20.7,No,No,0.0
10-05-2015,Sydney,11.3,21.2,0.0,4.8,7.8,NW,52.0,N,WNW,20.0,26.0,49.0,33.0,1011.3,1006.0,10.0,50.0,15.4,20.8,No,No,0.0
11-05-2015,Sydney,15.4,21.9,0.0,5.0,10.2,WNW,70.0,WNW,WSW,17.0,39.0,48.0,35.0,1010.2,1009.6,10.0,10.0,16.8,21.1,No,No,0.0
12-05-2015,Sydney,12.2,22.5,0.0,6.6,10.3,W,52.0,NW,W,11.0,30.0,56.0,34.0,1014.3,1010.2,0.0,10.0,16.2,21.9,No,No,0.0
13-05-2015,Sydney,13.2,17.3,0.0,4.6,7.7,W,59.0,W,SW,33.0,13.0,42.0,32.0,1015.3,1016.3,10.0,60.0,13.9,16.4,No,Yes,0.0
14-05-2015,Sydney,7.9,19.3,2.2,4.0,10.1,W,46.0,W,W,28.0,20.0,49.0,34.0,1024.7,1024.2,10.0,20.0,11.3,18.4,Yes,No,1.0
15-05-2015,Sydney,10.2,20.0,0.2,4.4,7.8,S,48.0,W,SSW,22.0,24.0,59.0,61.0,1031.4,1031.1,10.0,50.0,14.2,17.8,No,No,0.0
16-05-2015,Sydney,13.0,20.8,0.8,2.8,9.3,S,41.0,SW,S,19.0,20.0,87.0,50.0,1035.4,1033.7,30.0,30.0,15.1,19.6,No,No,0.0
17-05-2015,Sydney,11.1,20.5,0.6,3.0,3.0,W,24.0,W,ESE,17.0,17.0,89.0,66.0,1035.5,1032.2,30.0,60.0,13.0,18.4,No,No,0.0
18-05-2015,Sydney,11.5,19.3,0.0,2.0,0.5,W,20.0,W,SE,15.0,2.0,91.0,84.0,1031.8,1027.3,70.0,80.0,13.8,18.2,No,No,0.0
19-05-2015,Sydney,13.8,21.5,0.2,0.4,1.8,NNW,28.0,NNE,NE,2.0,7.0,84.0,66.0,1020.6,1015.5,80.0,60.0,16.9,20.9,No,No,0.0
20-05-2015,Sydney,16.2,25.4,0.4,1.4,5.8,NW,31.0,NW,ENE,17.0,19.0,79.0,58.0,1015.9,1013.4,70.0,70.0,17.4,21.6,No,No,0.0
21-05-2015,Sydney,14.5,21.8,0.2,4.0,5.8,S,41.0,W,S,20.0,19.0,67.0,58.0,1018.6,1016.9,10.0,50.0,16.5,19.2,No,Yes,0.0
22-05-2015,Sydney,13.0,17.7,11.2,3.4,1.4,S,72.0,S,S,31.0,30.0,94.0,56.0,1016.9,1020.4,80.0,60.0,15.2,16.9,Yes,Yes,1.0
23-05-2015,Sydney,10.2,19.0,24.4,5.6,8.6,SSW,44.0,W,S,26.0,22.0,69.0,50.0,1029.1,1028.1,30.0,30.0,11.8,17.9,Yes,No,1.0
24-05-2015,Sydney,8.3,20.3,0.2,2.8,8.1,W,35.0,W,ESE,19.0,6.0,87.0,44.0,1032.3,1030.7,30.0,20.0,10.1,18.9,No,No,0.0
25-05-2015,Sydney,9.4,19.5,0.0,2.6,6.0,W,26.0,WNW,NNW,11.0,7.0,84.0,52.0,1032.2,1028.5,70.0,70.0,11.4,18.2,No,No,0.0
26-05-2015,Sydney,8.5,19.0,0.0,2.0,5.9,WNW,30.0,W,SSE,24.0,9.0,77.0,55.0,1030.0,1026.6,30.0,70.0,10.4,17.9,No,No,0.0
27-05-2015,Sydney,10.4,21.6,0.0,3.2,8.3,W,26.0,W,WNW,15.0,9.0,69.0,40.0,1025.4,1021.6,60.0,60.0,13.1,20.5,No,No,0.0
28-05-2015,Sydney,11.7,21.0,0.0,1.4,7.6,NNW,24.0,WNW,ENE,11.0,4.0,82.0,60.0,1023.6,1020.2,10.0,50.0,13.6,20.3,No,No,0.0
29-05-2015,Sydney,13.6,19.2,0.0,2.0,0.6,NW,26.0,W,WNW,9.0,7.0,79.0,65.0,1020.6,1020.1,80.0,60.0,17.3,18.7,No,No,0.0
30-05-2015,Sydney,11.1,18.3,0.2,2.4,1.1,W,28.0,WNW,WNW,11.0,9.0,84.0,52.0,1022.0,1017.8,70.0,70.0,13.1,17.0,No,No,0.0
31-05-2015,Sydney,11.5,15.0,0.0,3.4,0.0,W,30.0,WNW,NW,11.0,13.0,78.0,59.0,1016.5,1012.3,80.0,70.0,12.1,14.5,No,No,0.0
01-06-2015,Sydney,10.1,15.9,0.0,0.4,8.6,WSW,63.0,WSW,SW,28.0,26.0,47.0,25.0,1014.7,1016.7,50.0,20.0,13.4,14.8,No,No,0.0
02-06-2015,Sydney,6.1,16.6,0.2,4.6,9.1,WSW,50.0,WSW,S,31.0,20.0,47.0,41.0,1023.8,1022.4,10.0,10.0,9.5,15.6,No,No,0.0
03-06-2015,Sydney,6.1,18.4,0.0,3.2,8.8,W,35.0,W,SSW,22.0,11.0,64.0,56.0,1023.2,1020.7,10.0,60.0,8.8,15.6,No,No,0.0
04-06-2015,Sydney,7.4,19.0,0.0,1.2,9.0,W,33.0,WNW,ENE,17.0,9.0,82.0,53.0,1022.0,1017.8,30.0,20.0,8.9,17.5,No,No,0.0
05-06-2015,Sydney,8.9,17.7,0.0,4.0,6.9,W,33.0,WSW,SSW,19.0,7.0,69.0,42.0,1019.3,1019.3,70.0,10.0,10.2,16.8,No,No,0.0
06-06-2015,Sydney,10.1,21.0,1.0,1.8,6.1,W,28.0,W,W,20.0,4.0,66.0,45.0,1028.3,1027.0,20.0,10.0,11.9,20.6,No,No,0.0
07-06-2015,Sydney,9.3,22.6,0.0,2.2,9.5,NW,24.0,W,N,17.0,15.0,89.0,43.0,1029.0,1024.1,10.0,50.0,10.8,21.3,No,No,0.0
08-06-2015,Sydney,10.8,22.9,0.0,2.8,8.1,WNW,52.0,WNW,WNW,15.0,19.0,67.0,36.0,1024.5,1019.5,50.0,10.0,14.8,22.5,No,No,0.0
09-06-2015,Sydney,13.6,22.6,0.0,4.0,6.5,NNW,30.0,WNW,WSW,13.0,19.0,57.0,29.0,1020.7,1019.5,60.0,50.0,17.1,21.9,No,Yes,0.0
10-06-2015,Sydney,12.8,14.6,2.0,3.0,0.0,SSE,31.0,W,SSW,11.0,9.0,94.0,92.0,1031.1,1031.2,70.0,70.0,12.9,14.2,Yes,Yes,1.0
11-06-2015,Sydney,11.7,16.1,6.6,0.6,0.2,W,24.0,W,N,9.0,4.0,83.0,69.0,1036.8,1034.4,70.0,70.0,13.3,15.9,Yes,No,1.0
12-06-2015,Sydney,12.6,19.4,0.4,1.4,0.7,W,24.0,W,NNW,13.0,4.0,88.0,57.0,1034.6,1031.5,70.0,60.0,13.5,19.2,No,No,0.0
13-06-2015,Sydney,13.1,19.7,0.0,2.4,4.5,NNW,33.0,W,NNW,17.0,11.0,85.0,46.0,1031.3,1027.1,70.0,70.0,13.8,19.0,No,No,0.0
14-06-2015,Sydney,9.5,19.9,0.0,2.0,8.3,WSW,24.0,W,E,19.0,6.0,88.0,52.0,1028.5,1025.7,40.0,30.0,11.2,18.6,No,No,0.0
15-06-2015,Sydney,10.9,16.9,0.2,4.0,0.6,NE,39.0,WNW,W,13.0,9.0,85.0,79.0,1027.8,1025.2,70.0,70.0,12.9,16.4,No,Yes,0.0
16-06-2015,Sydney,12.9,17.9,2.6,,0.3,WNW,24.0,N,NNE,9.0,7.0,85.0,94.0,1022.8,1018.3,70.0,70.0,16.5,15.8,Yes,Yes,1.0
17-06-2015,Sydney,14.7,17.6,10.8,0.6,0.0,NW,30.0,N,W,9.0,7.0,95.0,92.0,1012.5,1009.1,80.0,80.0,16.0,16.4,Yes,Yes,1.0
18-06-2015,Sydney,11.4,17.4,2.2,1.0,0.8,W,39.0,W,SSW,17.0,13.0,80.0,84.0,1014.4,1013.6,70.0,70.0,13.5,15.8,Yes,Yes,1.0
19-06-2015,Sydney,9.6,14.5,67.0,,2.5,E,39.0,W,SSW,24.0,20.0,98.0,88.0,1017.2,1017.5,70.0,70.0,9.9,12.5,Yes,Yes,1.0
20-06-2015,Sydney,8.3,16.6,7.2,2.2,8.6,E,39.0,N,SSW,13.0,13.0,76.0,59.0,1024.1,1023.4,20.0,70.0,9.8,14.1,Yes,Yes,1.0
21-06-2015,Sydney,8.5,14.1,1.2,2.2,0.0,W,33.0,W,SSW,20.0,11.0,90.0,88.0,1028.7,1027.6,70.0,70.0,9.1,13.7,Yes,Yes,1.0
22-06-2015,Sydney,8.0,19.2,3.0,0.6,7.7,W,22.0,WNW,NNE,13.0,7.0,94.0,45.0,1029.6,1026.1,10.0,70.0,9.3,17.5,Yes,No,1.0
23-06-2015,Sydney,8.0,20.3,0.0,2.0,8.1,NNW,26.0,W,NNE,13.0,9.0,85.0,47.0,1026.5,1023.3,10.0,40.0,10.2,18.7,No,No,0.0
24-06-2015,Sydney,10.2,21.3,0.0,3.0,6.5,W,24.0,W,ESE,11.0,6.0,82.0,41.0,1023.2,1019.9,50.0,70.0,13.2,20.0,No,No,0.0
25-06-2015,Sydney,12.7,19.4,0.0,2.4,4.2,SSE,37.0,W,SSE,19.0,20.0,77.0,74.0,1023.3,1023.5,60.0,70.0,15.2,17.6,No,Yes,0.0
26-06-2015,Sydney,10.1,19.2,6.2,2.0,7.2,W,26.0,WNW,NNE,19.0,2.0,85.0,40.0,1032.9,1031.1,10.0,30.0,11.7,18.7,Yes,No,1.0
27-06-2015,Sydney,8.3,19.4,0.0,1.8,9.7,W,26.0,WNW,W,15.0,11.0,87.0,44.0,1032.6,1029.2,0.0,10.0,9.7,19.0,No,No,0.0
28-06-2015,Sydney,7.4,19.6,0.0,2.6,9.5,W,28.0,W,ESE,20.0,9.0,73.0,53.0,1032.9,1030.9,0.0,10.0,9.3,18.5,No,No,0.0
29-06-2015,Sydney,9.3,19.5,0.0,1.0,5.1,W,22.0,W,E,19.0,9.0,84.0,54.0,1033.4,1030.0,70.0,60.0,11.0,17.8,No,No,0.0
30-06-2015,Sydney,9.0,19.1,0.0,1.2,4.3,W,28.0,W,ENE,22.0,7.0,94.0,56.0,1029.4,1025.0,70.0,50.0,10.7,17.9,No,No,0.0
01-07-2015,Sydney,10.7,17.5,1.0,0.6,8.7,W,33.0,W,NW,19.0,9.0,85.0,37.0,1026.2,1022.6,50.0,10.0,12.0,17.4,No,No,0.0
02-07-2015,Sydney,7.0,16.4,0.0,3.0,8.1,WSW,65.0,W,WSW,22.0,33.0,70.0,40.0,1020.0,1016.8,70.0,10.0,8.4,16.1,No,No,0.0
03-07-2015,Sydney,6.2,16.2,0.0,4.0,9.3,W,44.0,W,SSE,26.0,15.0,55.0,46.0,1026.5,1024.6,10.0,10.0,8.1,15.9,No,No,0.0
04-07-2015,Sydney,5.8,16.1,0.0,0.2,6.8,W,31.0,WNW,WNW,13.0,11.0,82.0,31.0,1022.7,1020.3,60.0,20.0,7.6,15.5,No,No,0.0
05-07-2015,Sydney,6.0,18.6,0.0,1.6,9.3,W,30.0,W,ESE,20.0,4.0,66.0,35.0,1022.2,1018.0,10.0,10.0,7.7,16.6,No,No,0.0
06-07-2015,Sydney,6.0,17.3,0.0,3.2,9.5,W,37.0,WNW,W,17.0,22.0,58.0,34.0,1016.3,1013.3,10.0,10.0,8.6,17.1,No,No,0.0
07-07-2015,Sydney,7.8,14.7,0.0,3.2,2.7,SSW,43.0,W,SSW,24.0,11.0,58.0,85.0,1019.8,1021.7,50.0,80.0,11.2,11.8,No,Yes,0.0
08-07-2015,Sydney,7.9,16.5,5.6,0.6,6.3,SSE,31.0,W,SSE,22.0,17.0,86.0,64.0,1028.7,1027.6,60.0,40.0,8.4,13.7,Yes,No,1.0
09-07-2015,Sydney,6.6,17.6,0.0,2.0,9.6,W,24.0,WNW,E,19.0,7.0,92.0,46.0,1030.8,1026.9,10.0,10.0,8.3,16.4,No,No,0.0
10-07-2015,Sydney,7.3,16.9,0.0,1.2,3.2,W,43.0,W,WNW,13.0,13.0,92.0,61.0,1022.6,1019.0,40.0,70.0,9.4,16.0,No,No,0.0
11-07-2015,Sydney,6.6,19.9,0.8,1.4,9.3,WNW,61.0,W,NNW,20.0,17.0,100.0,48.0,1015.4,1009.4,0.0,10.0,7.2,19.2,No,Yes,0.0
12-07-2015,Sydney,7.1,15.1,2.2,2.8,4.0,WNW,57.0,WNW,WNW,22.0,33.0,60.0,42.0,1003.6,1001.5,70.0,20.0,9.8,13.1,Yes,Yes,1.0
13-07-2015,Sydney,8.1,16.9,4.8,4.8,5.5,WSW,76.0,W,WSW,15.0,39.0,96.0,41.0,1000.9,1002.9,70.0,10.0,8.6,16.5,Yes,No,1.0
14-07-2015,Sydney,8.6,17.6,0.6,2.0,8.3,WSW,44.0,W,W,13.0,17.0,62.0,31.0,1011.5,1010.4,10.0,40.0,11.5,17.6,No,No,0.0
15-07-2015,Sydney,6.2,16.8,0.2,3.4,9.6,WNW,24.0,W,ENE,9.0,13.0,62.0,42.0,1018.1,1016.1,10.0,30.0,8.7,14.9,No,No,0.0
16-07-2015,Sydney,8.3,13.4,0.2,3.4,2.6,NW,43.0,SSW,W,13.0,13.0,91.0,68.0,1016.8,1013.7,70.0,60.0,10.3,12.9,No,Yes,0.0
17-07-2015,Sydney,6.2,14.3,17.2,0.0,1.7,SSW,57.0,W,SW,26.0,26.0,95.0,51.0,1010.1,1012.9,80.0,70.0,6.7,13.5,Yes,Yes,1.0
18-07-2015,Sydney,6.6,14.6,9.0,3.0,4.3,SSW,48.0,WNW,SSW,19.0,28.0,58.0,78.0,1025.6,1027.2,30.0,70.0,10.4,11.8,Yes,No,1.0
19-07-2015,Sydney,7.8,16.7,0.6,2.0,9.0,W,33.0,W,S,17.0,17.0,84.0,55.0,1032.6,1031.1,30.0,20.0,10.3,15.8,No,No,0.0
20-07-2015,Sydney,7.8,17.9,0.0,1.6,4.2,W,26.0,W,SE,20.0,15.0,84.0,64.0,1034.6,1032.1,30.0,60.0,10.0,15.9,No,Yes,0.0
21-07-2015,Sydney,8.2,19.3,3.0,0.8,9.9,NNE,33.0,WNW,NE,17.0,15.0,93.0,54.0,1033.1,1029.3,10.0,10.0,9.9,18.3,Yes,No,1.0
22-07-2015,Sydney,9.9,16.9,0.0,4.0,0.9,N,28.0,SE,NNW,2.0,17.0,71.0,57.0,1027.4,1025.0,70.0,70.0,13.4,16.5,No,Yes,0.0
23-07-2015,Sydney,11.2,19.1,1.8,0.8,2.2,W,28.0,W,ESE,24.0,9.0,96.0,70.0,1026.1,1023.4,80.0,70.0,12.0,16.4,Yes,No,1.0
24-07-2015,Sydney,11.6,20.0,0.0,2.0,3.7,NNW,33.0,W,E,13.0,9.0,95.0,58.0,1020.0,1014.5,70.0,70.0,12.9,18.6,No,No,0.0
25-07-2015,Sydney,10.8,20.8,0.0,2.6,10.1,NNW,31.0,NNW,WNW,11.0,15.0,50.0,29.0,1017.5,1015.8,10.0,10.0,14.3,20.5,No,No,0.0
26-07-2015,Sydney,11.0,20.2,0.0,4.6,9.3,NW,59.0,N,WNW,9.0,35.0,53.0,31.0,1017.0,1012.4,60.0,10.0,13.8,19.5,No,No,0.0
27-07-2015,Sydney,7.3,15.7,0.0,5.0,10.1,W,63.0,W,WSW,20.0,26.0,41.0,28.0,1025.0,1024.5,10.0,10.0,10.2,15.2,No,No,0.0
28-07-2015,Sydney,6.4,17.3,0.0,,9.6,E,39.0,WNW,S,24.0,19.0,56.0,40.0,1032.9,1030.8,10.0,20.0,9.6,16.6,No,No,0.0
29-07-2015,Sydney,8.1,18.4,0.0,,8.5,E,39.0,W,ESE,20.0,11.0,70.0,50.0,1035.0,1030.2,30.0,10.0,9.3,16.4,No,No,0.0
30-07-2015,Sydney,8.2,20.5,0.0,1.0,7.6,E,39.0,W,SE,11.0,19.0,80.0,30.0,1026.3,1020.1,50.0,50.0,10.7,19.2,No,No,0.0
31-07-2015,Sydney,10.7,21.0,0.0,4.8,9.5,E,39.0,N,WNW,6.0,9.0,49.0,31.0,1021.4,1019.5,20.0,10.0,14.7,20.4,No,No,0.0
01-08-2015,Sydney,9.4,22.3,0.0,3.4,9.2,WNW,61.0,NW,NW,15.0,28.0,54.0,28.0,1018.6,1015.6,60.0,60.0,14.3,20.7,No,No,0.0
02-08-2015,Sydney,14.3,24.7,0.0,5.4,7.8,WNW,43.0,WNW,NW,9.0,20.0,51.0,30.0,1015.1,1010.4,50.0,50.0,16.9,23.8,No,No,0.0
03-08-2015,Sydney,8.4,19.4,0.0,5.4,10.1,WSW,57.0,WNW,WSW,20.0,17.0,48.0,29.0,1015.2,1013.7,10.0,10.0,11.7,19.0,No,No,0.0
04-08-2015,Sydney,8.3,15.1,0.0,3.8,4.6,WSW,33.0,W,SSE,19.0,2.0,57.0,42.0,1023.0,1018.9,70.0,40.0,8.9,14.4,No,No,0.0
05-08-2015,Sydney,5.0,14.2,0.0,0.6,4.8,W,48.0,WNW,WNW,20.0,19.0,46.0,46.0,1014.5,1010.3,60.0,60.0,9.4,13.0,No,No,0.0
06-08-2015,Sydney,6.8,16.4,0.0,3.8,8.5,WSW,37.0,WNW,S,22.0,11.0,53.0,39.0,1016.5,1016.7,30.0,70.0,9.5,14.3,No,No,0.0
07-08-2015,Sydney,6.7,18.5,0.0,2.8,10.1,WNW,33.0,W,SSE,26.0,17.0,60.0,40.0,1024.0,1021.0,10.0,20.0,10.0,16.1,No,No,0.0
08-08-2015,Sydney,7.9,17.5,0.0,2.6,8.9,SSW,33.0,WNW,SSE,19.0,24.0,63.0,44.0,1024.7,1022.5,50.0,10.0,11.0,16.3,No,No,0.0
09-08-2015,Sydney,6.2,17.6,0.0,1.8,9.5,W,30.0,W,E,20.0,13.0,68.0,56.0,1024.8,1019.6,10.0,10.0,9.1,16.3,No,No,0.0
10-08-2015,Sydney,8.6,20.6,0.0,2.6,10.2,NNE,33.0,W,E,13.0,20.0,66.0,41.0,1017.7,1012.9,10.0,10.0,11.8,18.8,No,No,0.0
11-08-2015,Sydney,9.8,21.0,0.0,5.0,10.5,W,30.0,W,WNW,17.0,9.0,52.0,27.0,1014.6,1011.1,10.0,10.0,13.3,20.4,No,No,0.0
12-08-2015,Sydney,8.4,17.5,0.0,3.8,8.7,NW,74.0,W,WNW,19.0,28.0,54.0,37.0,1007.9,1004.0,10.0,10.0,11.1,16.2,No,No,0.0
13-08-2015,Sydney,9.4,19.8,0.0,4.8,10.5,WSW,48.0,WSW,SW,28.0,17.0,50.0,23.0,1014.9,1014.7,10.0,10.0,12.3,19.3,No,No,0.0
14-08-2015,Sydney,7.9,20.4,0.0,4.0,10.5,WSW,30.0,W,E,15.0,19.0,55.0,38.0,1025.1,1023.4,10.0,10.0,11.8,18.0,No,No,0.0
15-08-2015,Sydney,8.2,18.1,0.0,3.0,7.3,W,30.0,WNW,SSE,20.0,19.0,63.0,61.0,1030.5,1028.8,30.0,50.0,12.4,17.0,No,No,0.0
16-08-2015,Sydney,10.5,19.8,0.0,3.0,9.2,NW,28.0,W,NE,13.0,15.0,70.0,63.0,1027.4,1021.4,50.0,40.0,14.0,17.4,No,Yes,0.0
17-08-2015,Sydney,9.3,20.5,5.6,2.8,10.4,WSW,46.0,W,NW,13.0,13.0,53.0,29.0,1017.1,1013.3,30.0,10.0,13.4,20.4,Yes,No,1.0
18-08-2015,Sydney,10.9,16.2,0.0,4.4,10.4,SW,39.0,WSW,SSE,20.0,19.0,40.0,46.0,1020.8,1021.0,10.0,20.0,12.6,14.7,No,No,0.0
19-08-2015,Sydney,9.0,17.0,0.0,3.6,6.6,WNW,24.0,W,E,17.0,13.0,58.0,54.0,1027.2,1025.0,30.0,60.0,12.5,16.4,No,No,0.0
20-08-2015,Sydney,8.2,18.9,0.0,2.6,9.8,NE,31.0,WNW,NE,11.0,20.0,71.0,59.0,1028.3,1025.0,10.0,10.0,12.1,18.7,No,No,0.0
21-08-2015,Sydney,9.4,21.0,0.0,3.8,9.4,NNE,31.0,WNW,NE,13.0,15.0,73.0,63.0,1025.8,1021.2,0.0,70.0,13.0,19.8,No,No,0.0
22-08-2015,Sydney,12.9,28.3,0.0,4.2,9.4,NNW,33.0,N,N,19.0,11.0,45.0,32.0,1021.0,1016.2,20.0,50.0,19.8,26.9,No,Yes,0.0
23-08-2015,Sydney,15.4,18.5,2.4,6.4,0.2,NNW,22.0,N,NNW,7.0,7.0,85.0,73.0,1021.8,1018.4,70.0,70.0,15.6,17.9,Yes,Yes,1.0
24-08-2015,Sydney,15.1,17.4,4.2,1.8,0.6,E,59.0,S,SSE,17.0,9.0,90.0,95.0,1018.4,1015.0,80.0,70.0,16.3,16.4,Yes,Yes,1.0
25-08-2015,Sydney,12.5,19.9,54.4,5.0,4.4,NW,56.0,WNW,W,22.0,20.0,66.0,53.0,1013.4,1012.8,70.0,70.0,16.1,18.7,Yes,Yes,1.0
26-08-2015,Sydney,12.3,20.2,5.2,2.8,6.3,SSW,28.0,SSE,S,13.0,13.0,80.0,59.0,1018.1,1017.8,70.0,70.0,16.3,18.9,Yes,No,1.0
27-08-2015,Sydney,11.6,20.5,0.0,3.0,4.3,W,52.0,W,NW,9.0,17.0,87.0,44.0,1019.7,1015.1,70.0,60.0,15.1,20.1,No,No,0.0
28-08-2015,Sydney,10.6,20.8,0.0,2.8,9.2,WSW,48.0,W,S,22.0,20.0,48.0,43.0,1019.8,1018.9,30.0,50.0,14.6,18.5,No,No,0.0
29-08-2015,Sydney,9.0,20.3,0.0,4.2,10.8,WSW,30.0,W,WNW,13.0,15.0,60.0,31.0,1022.7,1017.9,10.0,20.0,13.0,20.1,No,No,0.0
30-08-2015,Sydney,8.3,18.7,0.0,3.6,10.8,SSW,39.0,WNW,S,20.0,22.0,52.0,44.0,1020.3,1017.5,10.0,30.0,12.1,18.1,No,No,0.0
31-08-2015,Sydney,9.6,19.7,0.0,4.8,10.9,SSE,35.0,WSW,SSE,15.0,22.0,48.0,39.0,1017.3,1013.8,10.0,20.0,13.9,18.4,No,No,0.0
01-09-2015,Sydney,9.0,19.7,0.0,3.2,10.8,W,31.0,W,ESE,17.0,13.0,50.0,39.0,1015.8,1013.3,10.0,10.0,12.7,17.0,No,No,0.0
02-09-2015,Sydney,8.0,18.8,0.0,4.0,10.4,WNW,31.0,W,ENE,11.0,19.0,61.0,46.0,1018.0,1012.0,50.0,10.0,11.9,18.6,No,Yes,0.0
03-09-2015,Sydney,11.2,20.8,2.8,5.6,8.0,SW,52.0,WNW,WSW,20.0,24.0,69.0,28.0,1006.0,1005.6,30.0,60.0,14.4,20.6,Yes,Yes,1.0
04-09-2015,Sydney,12.5,19.5,20.4,4.0,5.7,S,48.0,SSW,S,19.0,20.0,92.0,54.0,1021.5,1020.5,70.0,20.0,13.7,18.3,Yes,No,1.0
05-09-2015,Sydney,11.5,21.7,0.0,2.8,9.3,ESE,37.0,WNW,SE,17.0,24.0,68.0,53.0,1022.3,1019.6,10.0,50.0,15.2,18.7,No,No,0.0
06-09-2015,Sydney,12.7,17.5,0.4,5.4,1.0,ENE,24.0,NNE,ENE,11.0,6.0,84.0,68.0,1024.9,1021.9,70.0,70.0,14.6,16.0,No,No,0.0
07-09-2015,Sydney,11.1,24.9,0.2,0.6,9.3,W,54.0,W,W,9.0,15.0,62.0,32.0,1018.3,1013.3,20.0,40.0,17.4,22.7,No,No,0.0
08-09-2015,Sydney,10.0,20.0,0.0,6.8,11.0,W,52.0,WSW,W,30.0,24.0,42.0,32.0,1018.8,1015.7,10.0,20.0,13.3,19.7,No,No,0.0
09-09-2015,Sydney,9.8,20.2,0.0,5.0,10.9,E,39.0,W,SSE,20.0,17.0,48.0,39.0,1023.1,1022.0,10.0,10.0,15.4,18.9,No,No,0.0
10-09-2015,Sydney,11.3,19.6,0.0,4.8,6.5,SSW,37.0,WNW,SSE,13.0,15.0,59.0,41.0,1030.9,1029.8,10.0,70.0,15.5,18.9,No,No,0.0
11-09-2015,Sydney,14.0,21.3,0.0,4.0,9.1,NNE,39.0,WNW,NE,11.0,24.0,56.0,44.0,1032.1,1027.6,10.0,0.0,17.6,20.5,No,No,0.0
12-09-2015,Sydney,10.9,25.4,0.0,7.4,10.4,ENE,24.0,W,E,11.0,19.0,61.0,51.0,1028.5,1024.7,10.0,50.0,17.2,21.3,No,No,0.0
13-09-2015,Sydney,12.4,22.3,0.0,3.8,10.6,NNE,30.0,WNW,E,11.0,20.0,61.0,60.0,1028.5,1025.0,10.0,10.0,18.3,21.4,No,No,0.0
14-09-2015,Sydney,15.3,23.6,0.0,5.0,10.7,NE,43.0,NNE,NE,17.0,24.0,58.0,59.0,1025.9,1020.5,10.0,10.0,20.7,21.4,No,No,0.0
15-09-2015,Sydney,15.8,29.8,0.0,6.4,11.0,E,39.0,NNE,NNW,9.0,35.0,33.0,25.0,1015.4,1009.0,10.0,30.0,23.5,29.2,No,No,0.0
16-09-2015,Sydney,12.4,21.1,0.0,10.2,10.2,ESE,37.0,W,ESE,19.0,26.0,42.0,60.0,1017.7,1015.0,20.0,30.0,17.2,19.3,No,No,0.0
17-09-2015,Sydney,12.2,19.9,0.0,4.2,8.2,S,43.0,WNW,SE,9.0,28.0,53.0,57.0,1018.4,1018.3,30.0,70.0,18.0,17.7,No,Yes,0.0
18-09-2015,Sydney,13.6,20.0,2.2,6.4,7.7,S,52.0,S,S,20.0,26.0,65.0,44.0,1026.2,1025.5,50.0,20.0,15.8,18.9,Yes,Yes,1.0
19-09-2015,Sydney,12.5,19.5,10.8,5.4,7.3,E,33.0,W,ESE,17.0,24.0,88.0,54.0,1026.5,1023.9,70.0,60.0,14.7,18.1,Yes,No,1.0
20-09-2015,Sydney,12.5,18.6,0.4,4.0,3.4,ENE,37.0,W,E,11.0,13.0,62.0,72.0,1024.5,1021.7,50.0,70.0,16.6,17.4,No,No,0.0
21-09-2015,Sydney,12.4,22.5,0.2,1.6,10.4,SSW,35.0,W,NE,15.0,15.0,74.0,60.0,1019.9,1015.2,10.0,20.0,16.3,21.3,No,No,0.0
22-09-2015,Sydney,14.6,19.5,0.2,6.2,9.2,SSW,59.0,SW,S,24.0,37.0,36.0,47.0,1016.8,1017.5,30.0,20.0,18.7,17.8,No,No,0.0
