Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,CloudBurst Today,CloudBurstTomorrow,CloudBurstTodayBinary
16-10-2009,Wollongong,11.2,20.5,0.0,10.893999999999991,,WSW,52.0,WSW,SW,31.0,30.0,45.0,27.0,1011.8,1011.6,10.0,10.0,15.3,19.7,No,No,0.0
22-10-2009,Wollongong,16.2,19.7,0.0,4.413999999999999,,SSE,39.0,S,ENE,15.0,15.0,78.0,73.0,1025.2,1023.0,80.0,80.0,17.2,18.1,No,No,0.0
26-10-2009,Wollongong,11.7,16.5,36.8,7.418000000000003,,SE,65.0,S,SE,46.0,39.0,79.0,75.0,1025.5,1026.5,80.0,80.0,15.3,14.7,Yes,No,1.0
27-10-2009,Wollongong,14.2,19.7,0.6,3.8009999999999975,,ESE,43.0,E,NNE,22.0,13.0,62.0,60.0,1030.2,1027.6,80.0,70.0,16.3,18.1,No,No,0.0
29-10-2009,Wollongong,16.4,20.8,0.0,3.656999999999999,,S,43.0,SW,SE,13.0,11.0,78.0,75.0,1026.7,1024.1,80.0,80.0,17.1,19.3,No,No,0.0
02-11-2009,Wollongong,17.3,24.0,0.0,4.450000000000002,,SE,52.0,SE,S,9.0,15.0,83.0,87.0,1020.7,1018.5,10.0,80.0,20.0,20.1,No,No,0.0
04-11-2009,Wollongong,16.6,17.5,2.6,4.380000000000001,,S,33.0,SW,N,9.0,11.0,92.0,92.0,1018.5,1015.9,70.0,80.0,16.9,16.6,Yes,Yes,1.0
05-11-2009,Wollongong,15.8,17.7,2.2,6.259999999999998,,E,37.0,E,SSE,31.0,15.0,88.0,94.0,1022.1,1023.3,80.0,80.0,16.8,15.8,Yes,Yes,1.0
06-11-2009,Wollongong,14.4,20.5,47.0,4.825999999999999,,NE,35.0,E,ENE,20.0,13.0,78.0,74.0,1028.3,1027.4,70.0,70.0,17.7,19.9,Yes,No,1.0
08-11-2009,Wollongong,15.9,21.6,0.0,4.5059999999999985,,NE,24.0,S,SE,11.0,0.0,84.0,81.0,1031.1,1029.2,80.0,80.0,19.0,20.5,No,No,0.0
13-11-2009,Wollongong,18.1,20.4,0.6,5.7139999999999995,,S,56.0,S,SSE,41.0,30.0,84.0,70.0,1021.3,1019.8,80.0,10.0,18.2,20.0,No,No,0.0
17-11-2009,Wollongong,17.7,21.3,0.0,7.229999999999998,,S,61.0,S,S,30.0,41.0,72.0,67.0,1009.2,1009.9,80.0,20.0,19.4,20.0,No,No,0.0
23-11-2009,Wollongong,18.1,20.2,0.0,7.313999999999998,,S,70.0,SSE,SSE,30.0,30.0,75.0,73.0,1022.3,1023.0,80.0,80.0,19.0,18.5,No,Yes,0.0
24-11-2009,Wollongong,16.8,23.3,1.4,4.757999999999998,,E,35.0,SE,ESE,20.0,11.0,70.0,79.0,1026.9,1024.8,70.0,80.0,18.9,19.6,Yes,No,1.0
29-11-2009,Wollongong,17.2,29.9,0.0,10.646,,NW,48.0,NW,W,9.0,24.0,37.0,21.0,1000.5,999.3,60.0,50.0,23.8,27.8,No,No,0.0
30-11-2009,Wollongong,15.7,21.5,0.0,10.716,,S,74.0,S,S,31.0,43.0,56.0,82.0,1008.6,1010.2,50.0,80.0,20.3,16.9,No,Yes,0.0
02-12-2009,Wollongong,12.7,20.3,7.2,4.9239999999999995,,SSW,41.0,SSW,SSE,26.0,19.0,74.0,66.0,1022.7,1022.1,70.0,70.0,16.8,19.6,Yes,No,1.0
14-12-2009,Wollongong,17.4,21.9,1.0,4.447,,S,31.0,SW,SSE,9.0,19.0,91.0,77.0,1022.3,1021.9,70.0,80.0,18.0,19.1,No,No,0.0
15-12-2009,Wollongong,17.6,24.4,0.6,9.321,,NE,50.0,E,NE,7.0,39.0,73.0,74.0,1017.3,1019.4,60.0,60.0,21.5,22.9,No,No,0.0
18-12-2009,Wollongong,19.5,22.3,4.8,7.703000000000003,,SSE,52.0,SSE,S,11.0,24.0,84.0,93.0,1015.7,1017.8,70.0,80.0,20.2,16.6,Yes,Yes,1.0
20-12-2009,Wollongong,16.2,23.0,0.8,3.9459999999999997,,NNE,39.0,SW,SE,11.0,6.0,84.0,74.0,1021.9,1019.9,80.0,80.0,17.6,20.0,No,No,0.0
26-12-2009,Wollongong,16.1,19.8,12.4,4.712999999999999,,SSW,44.0,SSW,SSW,19.0,15.0,91.0,90.0,1016.8,1016.9,80.0,80.0,16.7,17.8,Yes,Yes,1.0
27-12-2009,Wollongong,16.7,22.4,3.8,4.935999999999997,,SSE,37.0,SSE,SSE,26.0,13.0,88.0,79.0,1018.8,1016.3,80.0,70.0,19.7,21.9,Yes,Yes,1.0
28-12-2009,Wollongong,19.3,22.5,32.6,8.132,,S,37.0,S,S,24.0,26.0,95.0,86.0,1015.9,1016.4,80.0,40.0,20.1,22.2,Yes,Yes,1.0
31-12-2009,Wollongong,18.5,25.6,0.0,6.238999999999999,,NNE,54.0,N,NE,9.0,30.0,76.0,80.0,1020.7,1016.0,70.0,40.0,22.4,24.0,No,No,0.0
02-01-2010,Wollongong,22.4,26.0,0.2,7.551000000000003,,SSW,83.0,N,N,0.0,13.0,75.0,87.0,1007.4,1005.0,70.0,10.0,24.2,23.6,No,Yes,0.0
03-01-2010,Wollongong,17.7,19.7,33.2,5.113999999999998,,SSE,46.0,SSE,SSE,24.0,20.0,90.0,72.0,1016.2,1016.7,80.0,80.0,18.0,19.6,Yes,Yes,1.0
04-01-2010,Wollongong,16.6,23.0,6.6,3.7090000000000005,,NE,44.0,WSW,NNE,11.0,11.0,90.0,78.0,1021.4,1018.9,80.0,50.0,18.7,23.0,Yes,No,1.0
07-01-2010,Wollongong,19.4,23.7,0.0,6.721000000000001,,S,39.0,S,SE,20.0,15.0,72.0,63.0,1019.1,1018.1,80.0,70.0,20.4,23.0,No,No,0.0
14-01-2010,Wollongong,17.3,21.0,0.6,4.707999999999998,,E,39.0,S,SSE,33.0,24.0,91.0,75.0,1019.0,1017.9,80.0,80.0,17.9,20.6,No,,0.0
24-01-2010,Wollongong,17.5,22.9,0.0,5.231,,SSE,37.0,SW,S,13.0,17.0,85.0,76.0,1017.1,1015.4,80.0,80.0,18.7,21.3,No,No,0.0
25-01-2010,Wollongong,18.7,24.8,0.0,6.769999999999999,,NE,20.0,SSW,NNE,4.0,7.0,83.0,77.0,1015.1,1012.2,80.0,70.0,21.5,23.9,No,No,0.0
26-01-2010,Wollongong,21.3,27.7,0.0,6.110999999999999,,SSE,28.0,SE,NNE,11.0,11.0,87.0,76.0,1011.2,1007.7,70.0,10.0,22.6,26.7,No,No,0.0
27-01-2010,Wollongong,21.3,24.8,0.0,8.224000000000002,,S,43.0,SSE,SSE,28.0,15.0,74.0,75.0,1015.7,1014.2,80.0,70.0,23.0,22.7,No,No,0.0
30-01-2010,Wollongong,19.5,25.4,0.0,6.075999999999998,,SSE,54.0,SW,SE,17.0,19.0,86.0,75.0,1019.4,1018.3,70.0,80.0,19.6,24.2,No,No,0.0
02-02-2010,Wollongong,22.1,26.2,0.0,7.6650000000000045,,ESE,44.0,ESE,SE,28.0,31.0,62.0,66.0,1019.2,1017.9,10.0,70.0,23.7,24.1,No,No,0.0
03-02-2010,Wollongong,21.9,26.2,0.0,8.052999999999995,,E,54.0,E,ENE,35.0,19.0,85.0,79.0,1016.2,1015.4,80.0,80.0,23.2,25.1,No,Yes,0.0
04-02-2010,Wollongong,21.5,26.2,13.2,5.908000000000002,,ENE,69.0,ENE,NE,24.0,30.0,91.0,88.0,1014.9,1012.3,20.0,80.0,24.1,23.5,Yes,Yes,1.0
07-02-2010,Wollongong,19.7,23.6,13.6,6.050999999999998,,S,61.0,WSW,SSE,7.0,31.0,91.0,88.0,1022.4,1021.3,70.0,70.0,20.4,22.2,Yes,Yes,1.0
08-02-2010,Wollongong,20.4,25.1,8.6,4.938999999999996,,N,35.0,N,SE,11.0,9.0,95.0,85.0,1023.6,1022.6,80.0,70.0,21.7,24.4,Yes,Yes,1.0
13-02-2010,Wollongong,20.1,22.9,31.6,6.047999999999999,,S,39.0,SW,SE,11.0,7.0,93.0,91.0,1013.2,1010.7,80.0,80.0,21.2,22.4,Yes,Yes,1.0
14-02-2010,Wollongong,20.9,23.3,10.8,6.044000000000002,,SSW,46.0,N,N,0.0,11.0,93.0,93.0,1008.0,1004.5,70.0,80.0,22.4,22.5,Yes,Yes,1.0
16-02-2010,Wollongong,20.2,24.1,0.0,11.529999999999998,,SSE,65.0,S,SSE,44.0,48.0,73.0,65.0,1012.4,1014.4,80.0,80.0,22.1,22.9,No,No,0.0
18-02-2010,Wollongong,18.2,24.0,0.0,7.343000000000002,,SSE,37.0,S,SE,28.0,20.0,67.0,62.0,1023.4,1024.0,60.0,20.0,21.3,23.4,No,No,0.0
19-02-2010,Wollongong,19.3,24.9,0.8,5.553000000000001,,ESE,43.0,E,ENE,19.0,13.0,65.0,58.0,1025.4,1023.5,10.0,10.0,22.0,24.5,No,No,0.0
24-02-2010,Wollongong,18.9,24.1,0.0,6.671999999999997,,E,39.0,S,E,22.0,17.0,69.0,62.0,1022.3,1021.8,80.0,70.0,20.5,22.6,No,,0.0
28-02-2010,Wollongong,20.6,25.4,0.0,6.205999999999998,,S,65.0,S,N,17.0,22.0,79.0,84.0,1017.3,1014.9,60.0,80.0,22.5,21.5,No,Yes,0.0
01-03-2010,Wollongong,17.4,19.7,15.8,5.993999999999999,,S,63.0,SW,SE,22.0,37.0,68.0,91.0,1020.2,1020.6,80.0,80.0,17.9,17.7,Yes,Yes,1.0
02-03-2010,Wollongong,15.4,22.0,15.0,6.220999999999998,,SE,44.0,SE,SE,26.0,24.0,63.0,51.0,1020.5,1019.2,80.0,70.0,18.8,21.2,Yes,No,1.0
03-03-2010,Wollongong,16.4,23.2,0.0,6.071999999999999,,SE,26.0,SW,ESE,13.0,13.0,72.0,63.0,1020.5,1019.0,80.0,10.0,18.6,23.2,No,No,0.0
11-03-2010,Wollongong,15.4,21.7,5.6,5.472,,E,39.0,SSW,SSE,39.0,37.0,76.0,71.0,1033.1,1032.8,80.0,80.0,17.0,20.7,Yes,,1.0
13-03-2010,Wollongong,16.8,22.5,0.0,6.631999999999998,,SE,46.0,SW,SSE,15.0,22.0,69.0,61.0,1035.8,1033.8,80.0,80.0,19.2,21.9,No,Yes,0.0
14-03-2010,Wollongong,16.9,23.3,2.2,3.793,,SW,26.0,S,E,7.0,13.0,85.0,57.0,1031.5,1028.6,20.0,70.0,18.9,22.0,Yes,No,1.0
22-03-2010,Wollongong,19.4,23.8,0.4,5.486000000000001,,SSE,31.0,SSE,E,13.0,17.0,70.0,64.0,1021.2,1019.4,70.0,30.0,20.6,22.6,No,No,0.0
24-03-2010,Wollongong,18.0,24.1,0.0,4.782000000000003,,ESE,30.0,SSW,SE,11.0,19.0,83.0,68.0,1022.3,1021.7,20.0,80.0,20.9,22.5,No,No,0.0
30-03-2010,Wollongong,19.0,21.5,6.0,3.6919999999999984,,S,56.0,SW,SW,11.0,19.0,90.0,85.0,1020.0,1019.4,80.0,80.0,19.5,20.0,Yes,Yes,1.0
31-03-2010,Wollongong,17.3,20.9,97.2,7.008000000000001,,SSE,59.0,SW,SSW,26.0,33.0,89.0,83.0,1021.2,1018.9,80.0,80.0,17.8,19.0,Yes,No,1.0
06-04-2010,Wollongong,15.5,21.4,1.2,5.193999999999999,,ENE,33.0,SSE,ENE,9.0,24.0,77.0,85.0,1021.4,1018.4,80.0,80.0,20.1,20.3,Yes,Yes,1.0
16-04-2010,Wollongong,15.7,21.8,0.0,4.064000000000002,,S,22.0,S,SE,17.0,13.0,74.0,72.0,1027.1,1025.7,40.0,60.0,19.4,21.2,No,No,0.0
30-04-2010,Wollongong,15.5,19.6,0.0,5.741999999999999,,S,48.0,SSW,SSE,22.0,31.0,70.0,62.0,1025.7,1025.4,70.0,80.0,17.9,18.2,No,No,0.0
01-05-2010,Wollongong,15.5,21.6,0.0,4.701999999999997,,NNE,35.0,SSW,NNE,13.0,17.0,68.0,77.0,1027.6,1024.2,80.0,70.0,19.1,20.9,No,No,0.0
04-05-2010,Wollongong,17.0,24.1,0.0,6.4479999999999995,,NNW,50.0,N,N,11.0,24.0,76.0,64.0,1020.9,1014.9,60.0,60.0,20.3,23.0,No,No,0.0
18-05-2010,Wollongong,13.0,17.8,9.0,2.350000000000001,,SE,52.0,WSW,SSW,11.0,24.0,90.0,76.0,1018.6,1018.3,80.0,70.0,13.0,16.3,Yes,Yes,1.0
21-05-2010,Wollongong,12.5,18.5,0.0,4.988000000000002,,SSE,52.0,S,SE,20.0,26.0,72.0,69.0,1021.3,1019.2,10.0,80.0,16.8,17.0,No,No,0.0
23-05-2010,Wollongong,12.0,17.7,0.0,4.191,,SE,35.0,SW,SSE,15.0,22.0,68.0,55.0,1023.7,1021.0,80.0,80.0,15.0,17.6,No,No,0.0
25-05-2010,Wollongong,14.0,18.8,2.4,2.6189999999999998,,NNW,39.0,NW,NNE,19.0,7.0,80.0,68.0,1017.3,1006.6,70.0,80.0,16.0,18.3,Yes,No,1.0
26-05-2010,Wollongong,13.1,18.7,0.4,7.384999999999996,,ESE,76.0,ESE,SE,46.0,57.0,88.0,87.0,1006.5,1007.9,80.0,80.0,16.5,16.9,No,Yes,0.0
27-05-2010,Wollongong,15.0,17.3,43.4,5.424000000000002,,SE,57.0,S,S,17.0,13.0,81.0,72.0,1019.2,1018.7,80.0,80.0,15.5,16.9,Yes,Yes,1.0
30-05-2010,Wollongong,13.7,18.5,1.6,4.4510000000000005,,ENE,59.0,WSW,WNW,11.0,11.0,62.0,57.0,1002.9,1002.8,40.0,70.0,15.6,17.7,Yes,Yes,1.0
31-05-2010,Wollongong,12.3,19.2,12.4,5.700999999999999,,SSE,80.0,SSE,SSE,56.0,52.0,82.0,81.0,1010.9,1012.8,80.0,70.0,18.2,17.6,Yes,Yes,1.0
03-06-2010,Wollongong,13.4,18.9,51.0,6.520000000000001,,SSE,50.0,SSW,SW,26.0,22.0,94.0,92.0,1024.6,1022.5,80.0,80.0,13.8,15.4,Yes,Yes,1.0
04-06-2010,Wollongong,13.5,18.9,34.4,9.507,,ESE,65.0,SE,SE,37.0,43.0,70.0,68.0,1021.0,1017.4,80.0,80.0,18.7,18.5,Yes,Yes,1.0
05-06-2010,Wollongong,14.1,19.1,4.6,5.2189999999999985,,SSE,57.0,SW,SSE,19.0,43.0,71.0,81.0,1015.0,1012.9,70.0,80.0,15.8,15.4,Yes,Yes,1.0
22-06-2010,Wollongong,12.8,15.9,1.0,2.4450000000000007,,SE,43.0,S,ESE,28.0,2.0,81.0,84.0,1037.8,1036.4,80.0,80.0,14.1,14.1,No,Yes,0.0
23-06-2010,Wollongong,11.7,17.2,3.4,5.421,,E,39.0,SSE,ESE,13.0,31.0,72.0,82.0,1037.5,1035.0,70.0,70.0,14.9,15.4,Yes,,1.0
05-07-2010,Wollongong,10.2,16.3,0.0,2.064999999999999,,E,35.0,SSW,SE,9.0,9.0,74.0,66.0,1027.3,1023.9,30.0,80.0,12.8,15.6,No,Yes,0.0
08-07-2010,Wollongong,10.6,15.3,0.0,3.818999999999998,,SSE,48.0,SSW,S,24.0,31.0,68.0,83.0,1027.6,1026.6,80.0,80.0,12.7,12.8,No,Yes,0.0
11-07-2010,Wollongong,14.5,17.1,0.0,4.657000000000002,,NNW,41.0,NNW,NW,28.0,22.0,71.0,78.0,1021.4,1019.5,60.0,80.0,15.7,16.5,No,No,0.0
12-07-2010,Wollongong,11.2,18.2,0.0,3.7779999999999996,,WNW,28.0,SW,SE,7.0,11.0,58.0,62.0,1023.3,1020.7,10.0,20.0,14.3,17.3,No,No,0.0
13-07-2010,Wollongong,12.1,18.3,0.0,4.120000000000001,,N,65.0,NNW,NNE,24.0,20.0,78.0,85.0,1020.2,1014.6,70.0,70.0,15.7,15.9,No,Yes,0.0
23-07-2010,Wollongong,10.9,16.8,0.2,5.8679999999999986,,SSW,43.0,SSW,SSW,19.0,19.0,60.0,70.0,1032.6,1031.2,50.0,80.0,14.2,15.0,No,No,0.0
24-07-2010,Wollongong,8.5,16.3,0.2,2.7910000000000013,,SE,24.0,S,SSE,6.0,11.0,69.0,69.0,1030.7,1027.7,30.0,50.0,13.8,15.2,No,No,0.0
25-07-2010,Wollongong,11.9,15.9,0.4,2.1139999999999985,,S,41.0,N,SE,0.0,15.0,72.0,68.0,1030.5,1028.4,70.0,40.0,12.9,15.2,No,Yes,0.0
27-07-2010,Wollongong,9.3,16.9,0.0,4.2059999999999995,,S,17.0,S,N,7.0,6.0,66.0,63.0,1035.7,1032.7,20.0,30.0,14.0,16.4,No,No,0.0
28-07-2010,Wollongong,11.4,15.4,0.0,4.7170000000000005,,NNE,57.0,N,ENE,20.0,33.0,83.0,91.0,1029.7,1024.8,80.0,80.0,13.7,14.7,No,Yes,0.0
02-08-2010,Wollongong,9.5,15.7,0.2,5.494999999999999,,WNW,83.0,SW,WSW,26.0,24.0,52.0,45.0,1015.0,1011.0,80.0,80.0,10.9,14.3,No,Yes,0.0
23-08-2010,Wollongong,11.8,16.4,0.0,5.380000000000001,,W,44.0,NNW,N,30.0,17.0,55.0,61.0,1016.7,1010.5,80.0,80.0,13.9,14.5,No,No,0.0
26-08-2010,Wollongong,10.3,17.3,0.0,5.398000000000001,,NW,76.0,NW,W,17.0,26.0,50.0,33.0,1003.0,1000.4,80.0,30.0,12.2,16.4,No,No,0.0
02-09-2010,Wollongong,15.2,16.0,4.0,8.148000000000003,,SSE,50.0,N,S,0.0,33.0,89.0,88.0,1016.7,1015.6,80.0,80.0,15.7,14.3,Yes,Yes,1.0
03-09-2010,Wollongong,11.6,16.9,8.0,2.197,,S,43.0,WNW,W,4.0,6.0,88.0,88.0,1026.7,1024.2,80.0,70.0,12.6,13.9,Yes,Yes,1.0
04-09-2010,Wollongong,12.2,19.7,13.0,5.640000000000003,,NNW,70.0,N,NNE,31.0,44.0,89.0,91.0,1014.2,1005.0,70.0,80.0,16.5,17.3,Yes,Yes,1.0
07-09-2010,Wollongong,10.6,14.8,0.0,3.9890000000000003,,S,43.0,SSW,SSE,19.0,28.0,62.0,62.0,1024.2,1024.2,10.0,60.0,12.7,13.9,No,No,0.0
09-09-2010,Wollongong,10.0,20.6,0.0,3.7569999999999997,,N,35.0,NNW,NNE,19.0,17.0,66.0,65.0,1017.7,1010.2,40.0,10.0,14.5,16.7,No,No,0.0
14-09-2010,Wollongong,13.2,16.0,20.8,5.983000000000001,,ESE,56.0,ESE,E,35.0,31.0,80.0,82.0,1017.5,1013.2,80.0,80.0,15.4,15.4,Yes,Yes,1.0
19-09-2010,Wollongong,9.4,17.6,0.0,4.4769999999999985,,SSW,35.0,ENE,E,7.0,17.0,62.0,80.0,1022.2,1019.9,60.0,80.0,16.3,16.2,No,No,0.0
22-09-2010,Wollongong,11.9,19.7,0.4,3.85,,S,50.0,NNW,NNE,13.0,28.0,78.0,72.0,1026.4,1021.0,70.0,10.0,15.2,17.6,No,Yes,0.0
23-09-2010,Wollongong,12.7,18.8,2.6,2.6049999999999986,,S,41.0,S,ENE,11.0,7.0,84.0,76.0,1025.6,1023.0,80.0,80.0,15.5,15.8,Yes,No,1.0
27-09-2010,Wollongong,14.1,27.0,0.0,7.716000000000003,,NW,46.0,WNW,N,26.0,20.0,56.0,49.0,1013.7,1007.5,60.0,10.0,19.8,23.8,No,No,0.0
29-09-2010,Wollongong,11.9,15.7,0.0,9.156000000000004,,SSE,54.0,S,SSE,15.0,31.0,43.0,54.0,1017.3,1018.5,30.0,80.0,15.2,13.6,No,No,0.0
01-10-2010,Wollongong,9.0,16.9,0.0,4.2650000000000015,,NE,33.0,N,NE,0.0,24.0,65.0,68.0,1028.8,1026.3,20.0,80.0,14.8,16.1,No,Yes,0.0
02-10-2010,Wollongong,13.9,17.9,2.2,3.187999999999999,,NNE,44.0,NNE,NNE,17.0,11.0,88.0,88.0,1031.2,1028.6,80.0,80.0,14.8,15.5,Yes,Yes,1.0
03-10-2010,Wollongong,13.9,18.8,28.6,5.496,,NE,43.0,ENE,E,20.0,24.0,91.0,87.0,1031.0,1028.9,80.0,80.0,15.8,17.6,Yes,Yes,1.0
04-10-2010,Wollongong,14.8,20.0,13.6,3.1179999999999977,,NE,35.0,N,ESE,0.0,7.0,91.0,84.0,1026.9,1023.5,80.0,20.0,16.7,19.2,Yes,No,1.0
06-10-2010,Wollongong,15.2,21.2,2.2,3.017,,NNW,30.0,SSE,N,9.0,7.0,93.0,85.0,1023.0,1019.0,70.0,70.0,18.1,19.7,Yes,No,1.0
09-10-2010,Wollongong,15.2,18.4,0.0,4.330999999999998,,WSW,50.0,E,NE,13.0,13.0,69.0,68.0,1027.1,1025.9,80.0,80.0,16.4,16.8,No,No,0.0
10-10-2010,Wollongong,13.4,19.6,0.0,6.723000000000002,,ESE,39.0,ESE,ESE,28.0,30.0,66.0,71.0,1032.1,1033.1,80.0,70.0,18.1,18.0,No,No,0.0
11-10-2010,Wollongong,14.9,20.0,1.0,5.662000000000003,,ENE,61.0,NW,NNE,6.0,30.0,83.0,76.0,1034.0,1032.5,60.0,70.0,17.5,18.2,No,Yes,0.0
12-10-2010,Wollongong,16.0,19.6,1.4,3.709999999999999,,NE,50.0,N,NE,17.0,39.0,83.0,78.0,1030.1,1025.1,50.0,20.0,17.4,19.2,Yes,No,1.0
13-10-2010,Wollongong,15.9,21.4,0.0,3.7519999999999993,,NNW,44.0,N,N,13.0,15.0,89.0,86.0,1019.6,1014.9,60.0,40.0,16.6,18.7,No,No,0.0
24-10-2010,Wollongong,12.5,16.3,25.6,4.574000000000004,,S,57.0,SSW,SSW,28.0,17.0,91.0,90.0,1022.6,1021.7,80.0,80.0,12.7,13.6,Yes,Yes,1.0
28-10-2010,Wollongong,13.7,19.6,2.8,3.7510000000000003,,SSW,30.0,S,SE,24.0,15.0,79.0,68.0,1022.6,1021.0,70.0,60.0,16.1,19.0,Yes,No,1.0
29-10-2010,Wollongong,12.1,20.0,0.0,4.153999999999999,,NNE,31.0,S,N,6.0,9.0,73.0,74.0,1021.1,1017.8,80.0,80.0,17.5,18.2,No,No,0.0
01-11-2010,Wollongong,16.0,17.2,0.0,6.850000000000002,,SSW,54.0,S,S,37.0,30.0,79.0,86.0,1015.6,1013.5,80.0,80.0,17.1,16.6,No,Yes,0.0
02-11-2010,Wollongong,11.6,18.3,72.0,5.643000000000001,,SSE,63.0,SSW,SSE,30.0,30.0,85.0,69.0,1012.5,1013.1,80.0,70.0,12.4,15.4,Yes,Yes,1.0
04-11-2010,Wollongong,11.6,16.5,2.0,4.204000000000002,,SE,50.0,S,S,30.0,30.0,80.0,81.0,1023.1,1021.9,80.0,80.0,14.0,15.4,Yes,Yes,1.0
05-11-2010,Wollongong,13.2,17.6,1.4,4.511999999999999,,SE,44.0,SSW,SE,15.0,28.0,79.0,62.0,1025.3,1023.7,80.0,50.0,13.5,17.1,Yes,No,1.0
06-11-2010,Wollongong,13.4,18.3,0.0,3.194000000000001,,SSE,39.0,S,E,20.0,9.0,77.0,70.0,1024.6,1022.5,70.0,70.0,16.0,17.4,No,No,0.0
15-11-2010,Wollongong,18.7,19.8,0.0,5.087000000000002,,WNW,20.0,SSE,N,13.0,9.0,84.0,91.0,1013.3,1012.5,70.0,80.0,19.8,18.3,No,Yes,0.0
16-11-2010,Wollongong,17.0,19.8,16.8,3.5189999999999975,,S,37.0,SSE,SSE,17.0,19.0,88.0,80.0,1013.6,1012.0,80.0,40.0,17.6,19.3,Yes,No,1.0
17-11-2010,Wollongong,15.2,20.1,0.4,3.6189999999999984,,NNE,35.0,S,N,19.0,9.0,90.0,79.0,1018.0,1015.7,80.0,40.0,16.0,18.5,No,Yes,0.0
19-11-2010,Wollongong,14.6,18.7,1.0,5.313,,SSW,69.0,S,SSE,43.0,37.0,75.0,68.0,1023.3,1024.8,80.0,80.0,15.9,16.8,No,No,0.0
28-11-2010,Wollongong,17.2,20.3,0.0,4.922,,NE,35.0,NE,NNE,26.0,17.0,88.0,89.0,1009.9,1009.9,10.0,80.0,18.1,17.9,No,Yes,0.0
29-11-2010,Wollongong,15.6,17.0,15.0,4.489999999999998,,SSW,56.0,SSW,SSW,22.0,26.0,94.0,96.0,1014.8,1014.7,80.0,80.0,16.1,16.5,Yes,Yes,1.0
30-11-2010,Wollongong,15.6,19.7,61.8,9.769000000000004,,SSW,33.0,N,SSW,2.0,20.0,93.0,95.0,1016.9,1015.6,80.0,80.0,16.4,18.0,Yes,Yes,1.0
01-12-2010,Wollongong,16.3,19.1,21.8,5.310000000000001,,E,50.0,E,NE,19.0,20.0,95.0,96.0,1018.1,1016.6,80.0,80.0,17.3,18.2,Yes,Yes,1.0
02-12-2010,Wollongong,16.9,21.9,41.0,4.269000000000002,,NNE,33.0,NE,NNE,15.0,15.0,93.0,89.0,1018.7,1017.0,80.0,80.0,18.8,21.3,Yes,Yes,1.0
03-12-2010,Wollongong,12.8,23.0,1.2,5.852000000000003,,N,31.0,SSE,SE,11.0,7.0,69.0,52.0,1018.2,1015.9,80.0,80.0,17.2,21.5,Yes,No,1.0
04-12-2010,Wollongong,12.8,23.0,0.0,4.178999999999999,,NNE,20.0,N,N,0.0,11.0,69.0,52.0,1013.1,1010.7,10.0,80.0,17.2,21.5,No,No,0.0
09-12-2010,Wollongong,18.8,22.9,3.0,4.577,,NE,39.0,ESE,SSE,15.0,13.0,91.0,93.0,1010.6,1009.0,80.0,80.0,19.5,19.8,Yes,Yes,1.0
10-12-2010,Wollongong,18.7,24.9,1.8,5.1480000000000015,,SSE,52.0,WNW,NE,2.0,30.0,82.0,82.0,1009.0,1005.2,80.0,80.0,21.6,21.6,Yes,No,1.0
17-12-2010,Wollongong,17.3,26.5,3.2,7.1599999999999975,,NW,43.0,W,NNW,2.0,22.0,76.0,56.0,1005.9,1002.0,10.0,80.0,18.9,25.1,Yes,No,1.0
24-12-2010,Wollongong,17.5,22.3,0.0,4.117999999999999,,SE,41.0,S,SSE,19.0,9.0,77.0,65.0,1026.9,1024.5,80.0,80.0,17.7,20.5,No,No,0.0
27-12-2010,Wollongong,16.6,17.4,26.6,4.171000000000001,,SSE,61.0,S,SSE,26.0,31.0,94.0,84.0,1006.0,1007.2,80.0,80.0,16.9,16.8,Yes,Yes,1.0
28-12-2010,Wollongong,13.5,21.4,4.4,5.066,,SE,48.0,SSW,NE,15.0,6.0,57.0,57.0,1019.8,1019.5,80.0,80.0,17.0,19.5,Yes,No,1.0
03-01-2011,Wollongong,17.1,19.6,2.2,4.522999999999998,,S,44.0,SW,SE,11.0,20.0,91.0,87.0,1015.5,1014.3,80.0,80.0,17.5,17.3,Yes,Yes,1.0
04-01-2011,Wollongong,16.5,20.7,7.4,5.5139999999999985,,S,39.0,S,S,30.0,26.0,75.0,80.0,1014.8,1012.3,80.0,80.0,19.2,19.5,Yes,No,1.0
07-01-2011,Wollongong,17.6,23.9,1.0,4.4879999999999995,,N,30.0,S,SSE,17.0,17.0,86.0,90.0,1014.5,1013.8,80.0,80.0,21.8,22.1,No,No,0.0
09-01-2011,Wollongong,21.1,26.1,21.8,5.287999999999999,,ENE,41.0,S,ESE,11.0,15.0,95.0,84.0,1015.3,1015.7,80.0,10.0,21.6,25.2,Yes,Yes,1.0
10-01-2011,Wollongong,21.1,25.4,14.2,6.394000000000002,,ENE,39.0,NE,NE,15.0,20.0,93.0,81.0,1017.3,1015.6,80.0,80.0,22.6,23.3,Yes,Yes,1.0
